Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
10048,Baricho Catholic Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,6,0,KIRINYAGA,NDIA,kirinyaga west,MUKURE,Operational,No,No,No,No,,Yes,Yes,No
13622,Isana Maternity and Nursing,None,Level 3,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,30,10,KISII,NYARIBARI CHACHE,nyaribari chache,BOBARACHO,Operational,No,No,No,No,,Yes,Yes,No
10294,Good Hope Hospital,None,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,13,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,IGWAMITI,Operational,No,No,No,No,,Yes,Yes,No
14076,Sengera Health Centre (Gucha),None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,KISII,BOMACHOGE CHACHE,bomachoge chache,BOSOTI/SENGERA,Operational,No,No,No,No,,Yes,Yes,No
14121,St Monica Rapogi Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,34,0,MIGORI,URIRI,urir sub county,NORTH KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
13719,Koru Mission Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,28,6,KISUMU,MUHORONI,muhoroni,MUHORONI KORU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13629,Itierio Nursing Home,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,35,5,KISII,BONCHARI,bonchari,BOMORENDA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12176,Kangundo Community Clinic,None,Level 2,Basic primary health care facility,Private Enterprise (Institution),Other,0,0,MACHAKOS,KANGUNDO,kangundo,KANGUNDO CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
13473,Aluor Mission Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,SIAYA,GEM,gem,SOUTH GEM,Operational,Yes,No,Yes,No,,Yes,Yes,No
13832,Muhoroni Sugar Company (Musco) Dispensary,None,Level 3,Basic primary health care facility,Company Medical Service,Other,0,0,KISUMU,MUHORONI,muhoroni,MUHORONI KORU,Operational,No,No,No,No,,Yes,Yes,No
13089,Mercy Mission Health Centre,None,Level 3,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,5,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13522,Chemelil Sugar Health Centre,None,Level 3,Basic primary health care facility,Company Medical Service,Other,25,4,KISUMU,MUHORONI,muhoroni,MUHORONI KORU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13985,Omorembe Health Centre (Gucha),None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,KISII,BOMACHOGE CHACHE,bomachoge chache,BOSOTI/SENGERA,Operational,No,No,No,No,,Yes,Yes,No
13936,St Joseph's Nyansiongo Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,26,2,NYAMIRA,BORABU,borabu,NYANSIONGO,Operational,No,No,No,No,,Yes,Yes,No
12748,St Francis Health Centre,None,Level 2,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,MERU,TIGANIA WEST,tigania west,NKOMO,Operational,No,No,No,No,,Yes,Yes,No
14034,Rangenyo Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,8,0,NYAMIRA,WEST MUGIRANGO,nyamira,NYAMAIYA,Operational,No,No,No,No,,Yes,Yes,No
15652,St Mary Health Centre (Kiserian),None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,14,0,KAJIADO,KAJIADO WEST,kajiado west,KEEKONYOKIE,Operational,Yes,No,Yes,No,,Yes,Yes,No
12716,Ruiri Catholic Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,8,0,MERU,BUURI,buuri,RUIRU/RWAWERA,Operational,No,No,No,No,,Yes,Yes,No
13628,Itibo Mission Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,8,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,ITIBO,Operational,No,No,No,No,,Yes,Yes,No
10105,Del Monte Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Other,0,0,MURANG'A,GATANGA,gatanga,KAKUZI/MITUBIRI,Operational,No,No,No,No,,Yes,Yes,No
16144,Chief Milimu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,SHINYALU,shinyalu,ISUKHA EAST,Operational,No,No,Yes,No,,Yes,Yes,No
16065,Namasoli Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,25,0,KAKAMEGA,KHWISERO,khwisero,KISA WEST,Operational,No,No,No,No,,Yes,Yes,No
13488,Asumbi Health Centre,None,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,35,0,HOMA BAY,RANGWE,rangwe,EAST GEM,Operational,No,No,No,No,,Yes,Yes,No
15326,Ndoinet Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,NAKURU,KURESOI SOUTH,kuresoi south,TINET,Operational,No,No,No,No,,Yes,Yes,No
14097,Sony Medical Centre,None,Level 3,Basic primary health care facility,Company Medical Service,Other,4,0,MIGORI,AWENDO,awendo sub county,CENTRAL SAKWA,Operational,No,No,No,No,,Yes,Yes,No
14951,Kitengela Medical Services,None,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,58,5,KAJIADO,KAJIADO EAST,kajiado east,KAPUTIEI NORTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
12537,Miu Sub-Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,3,MACHAKOS,MWALA,mwala,MUTHETHENI,Operational,No,No,No,No,,Yes,Yes,No
10615,Kinunga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,NYERI,NYERI TOWN,nyeri central,KAMAKWA/MUKARO,Operational,No,No,No,No,,Yes,Yes,No
12841,Wamunyu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,2,MACHAKOS,MWALA,mwala,WAMUNYU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12942,Family Care Medical Centre & Maternity,None,Level 3,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,20,0,NAIROBI,LANGATA,langata,NAIROBI WEST,Operational,Yes,No,Yes,No,,Yes,Yes,No
14161,Uriri Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MIGORI,URIRI,urir sub county,SOUTH KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
14021,Rachar Sugar Belt Hospital,None,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,20,5,KISUMU,MUHORONI,muhoroni,MUHORONI KORU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12536,Mituntu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA WEST,tigania west,KIANJAI,Operational,No,No,No,No,,Yes,Yes,No
14052,Riokindo Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,KISII,BOMACHOGE BORABU,bomachoge borabu,BOKIMONGE,Operational,No,No,No,No,,Yes,Yes,No
12789,Tei Wa Yesu Health Centre,None,Level 3,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,20,0,KITUI,MWINGI NORTH,mwingi north,KYUSO,Operational,No,No,No,No,,Yes,Yes,No
13357,Habaswein District Hospital,None,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,24,0,WAJIR,WAJIR SOUTH,wajir south,HABASSWEIN,Operational,Yes,No,Yes,No,,Yes,Yes,No
15864,Dreamland Mc Hospital,None,Level 4,Secondary care hospitals,Other Faith Based,Kenya MPDB - Institution,20,0,BUNGOMA,KIMILILI,kimilili,KIBINGEI,Operational,Yes,No,Yes,No,,Yes,Yes,No
16433,Kakuyuni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,MACHAKOS,KANGUNDO,kangundo,KANGUNDO WEST,Operational,No,No,No,No,,Yes,Yes,No
12323,Kinna Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,3,ISIOLO,ISIOLO SOUTH,garbatulla,KINNA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13489,Atemo Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,10,1,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KOJWACH,Operational,No,No,No,No,,Yes,Yes,No
16284,Oriang (SDA) Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,10,0,HOMA BAY,KARACHUONYO,karachuonyo,CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
13139,Parkroad Nursing Home (Nairobi),None,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,30,6,NAIROBI,STAREHE,starehe,NGARA,Operational,Yes,No,Yes,No,,Yes,Yes,No
14168,Wagwe Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,30,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,,Yes,Yes,No
11905,Westlands Health Care Services,None,Level 2,Basic primary health care facility,Private Enterprise (Institution),Clinical Officers Council,6,0,MOMBASA,JOMVU,jomvu,JOMVU KUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13662,Kegogi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,KITUTU CHACHE NORTH,kitutu chache north,KEGOGI,Operational,No,No,No,No,,Yes,Yes,No
11176,Warazo Rural Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,NYERI,KIENI,kieni east,KABARU,Operational,No,No,No,No,,Yes,Yes,No
11642,Mokowe Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,LAMU,LAMU WEST,lamu west,HINDI,Operational,No,No,No,No,,Yes,Yes,No
13779,Masaba Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,0,MIGORI,KURIA WEST,kuria west sub county,MASABA,Operational,No,No,No,No,,Yes,Yes,No
12870,Amurt Health Centre,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Other,0,0,NAIROBI,WESTLANDS,westlands,MOUNTAIN VIEW,Operational,No,No,No,No,,Yes,Yes,No
13709,Kodiaga Prison Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,40,0,KISUMU,KISUMU WEST,kisumu west,CENTRAL KISUMU,Operational,No,No,No,No,,Yes,Yes,No
11401,Gongoni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,KILIFI,MAGARINI,magarini,GONGONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13968,Ogra Health Centre,None,Level 3,Basic primary health care facility,Non-Governmental Organizations,Other,15,4,KISUMU,MUHORONI,muhoroni,OMBEYI,Operational,No,No,No,No,,Yes,Yes,No
10831,Ndeiya Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,18,3,KIAMBU,LIMURU,limuru,NDEIYA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10732,Mirangine Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,NYANDARUA,OL KALOU,olkalou,MIRANGINE,Operational,Yes,No,Yes,No,,Yes,Yes,No
11034,St Gabriel Health Centre,None,Level 3,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,20,5,KIAMBU,GATUNDU SOUTH,gatundu south,NGENDA,Operational,No,No,No,No,,Yes,Yes,No
13657,Katito Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KISUMU,NYAKACH,nyakach,NORTH NYAKACH,Operational,No,No,Yes,No,,Yes,Yes,No
11729,Pablo Hortsman Health Centre,None,Level 3,Basic primary health care facility,Non-Governmental Organizations,Other,4,0,LAMU,LAMU WEST,lamu west,MKOMANI,Operational,No,No,No,No,,Yes,Yes,No
12519,Miambani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,KITUI,KITUI CENTRAL,kitui central,MIAMBANI,Operational,No,No,No,No,,Yes,Yes,No
10870,Ngorano Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,NYERI,MATHIRA,mathira west,RUGURU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10251,Gichira Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,NYERI,TETU,tetu,AGUTHI-GAAKI,Operational,No,No,No,No,,Yes,Yes,No
10249,Gichiche Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,0,NYERI,Nyeri South,nyeri south,CHINGA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13249,Waithaka Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Other,10,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,WAITHAKA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11969,Chiakariga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,THARAKA-NITHI,THARAKA,tharaka south,CHIAKAGIRA,Operational,No,No,No,No,,Yes,Yes,No
10781,Murinduko Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,KIRINYAGA,MWEA,kirinyaga south,MURINDUKO,Operational,No,No,No,No,,Yes,Yes,No
10462,Kangaita Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,INOI,Operational,No,No,No,No,,Yes,Yes,No
14232,Baraton MCH,None,Level 2,Dispensaries and clinic-out patient only,Academic,Other,0,0,NANDI,CHESUMEI,chesumei,CHEMUNDU/KAPNG'ETUNYI,Operational,No,No,No,No,,Yes,Yes,No
10110,Difathas Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,1,KIRINYAGA,MWEA,kirinyaga south,MURINDUKO,Operational,Yes,No,Yes,No,,Yes,Yes,No
14704,Kapkangani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,2,NANDI,EMGWEN,emgwen,KAPKANGANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13969,Ogwedhi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,9,0,MIGORI,SUNA EAST,suna east sub county,KWA,Operational,No,No,No,No,,Yes,Yes,No
13272,Ajawa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR NORTH,wajir north,DANABA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10869,Ngoliba Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,6,KIAMBU,THIKA TOWN,thika town,NGOLIBA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11787,Shimba Hills Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,KWALE,MATUGA,matuga,KUBO SOUTH,Operational,No,No,No,No,,Yes,Yes,No
11677,Municipal Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,5,KILIFI,MALINDI,malindi,SHELLA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10895,Nyathuna Sub District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,10,3,KIAMBU,KABETE,kabete,NYADHUNA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13989,Ongo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,MIGORI,RONGO,rongo sub county,EAST KAMAGAMBO,Operational,No,No,No,No,,Yes,Yes,No
12876,Babadogo Health Centre,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,NAIROBI,RUARAKA,ruaraka,BABANDOGO,Operational,No,No,No,No,,Yes,Yes,No
13006,Kariobangi Health Centre,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,NAIROBI,EMBAKASI NORTH,embakasi north,KARIOBANGI NORTH,Operational,No,No,No,No,,Yes,Yes,No
14096,Sondu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISUMU,NYAKACH,nyakach,CENTRAL NYAKACH,Operational,Yes,No,Yes,No,,Yes,Yes,No
13768,Mangima SDA Health Centre,None,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,8,2,HOMA BAY,KASIPUL,kasipul,WEST KASIPUL,Operational,Yes,No,Yes,No,,Yes,Yes,No
14090,Simbiri Nanbell Health Centre,None,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,20,0,HOMA BAY,KASIPUL,kasipul,CENTRAL KASIPUL,Operational,Yes,No,Yes,No,,Yes,Yes,No
13812,Miriu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,Operational,Yes,No,Yes,No,,Yes,Yes,No
16466,Kiritiri Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,9,0,EMBU,MBEERE SOUTH,mbeere south,MAVURIA,Operational,No,No,No,No,,Yes,Yes,No
15904,Ipali Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,1,VIHIGA,EMUHAYA,emuhaya,WEST BUNYORE,Operational,Yes,No,Yes,No,,Yes,Yes,No
10859,Ngarariga Health Centre,None,Level 3,Basic primary health care facility,Other Faith Based,Clinical Officers Council,5,0,KIAMBU,LIMURU,limuru,BIBIRIONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12283,Kiarago Health Centre (Imenti South),None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,NKUENE,Operational,No,No,No,No,,Yes,Yes,No
10636,Kirogo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,6,MURANG'A,KIHARU,kiharu,WANGU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12132,Kajuki Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,IGAMBANG'OMBE,Operational,Yes,No,Yes,No,,Yes,Yes,No
11484,Kipini Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,TANA RIVER,GARSEN,GARSEN,KIPINI EAST,Operational,Yes,No,No,No,,Yes,Yes,No
13964,Ogango Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOGICHORA,Operational,No,No,No,No,,Yes,Yes,No
12962,GSUTraining School,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,EMBAKASI EAST,embakasi east,MIHANGO,Operational,No,No,No,No,,Yes,Yes,No
13927,Nyangoge Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MIGORI,KURIA WEST,kuria west sub county,TAGARE,Operational,No,No,No,No,,Yes,Yes,No
13043,7Kr Mrs Health Centre,None,Level 3,Basic primary health care facility,Armed Forces,Other,14,0,NAIROBI,LANGATA,langata,MUGUMO-INI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14020,Rabuor Sub county Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,30,3,KISUMU,NYANDO,nyando,KOBURA,Operational,No,No,No,No,,Yes,Yes,No
11853,Tiwi Rhtc,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,3,KWALE,MATUGA,matuga,TIWI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14149,Tisinye Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MIGORI,KURIA EAST,kuria east sub county,GOKEHARAKA/GETAMBWEGA,Operational,Yes,No,No,No,,Yes,Yes,No
14419,Dr Njoroge Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,LAIKIPIA,LAIKIPIA EAST,laikipia east,NANYUKI,Operational,No,No,No,No,,Yes,Yes,No
13523,Chepngombe Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,NYAMIRA,BORABU,borabu,ESISE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13620,Iranda Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,11,0,KISII,KITUTU CHACHE SOUTH,kitutu chache south,NYAKOE,Operational,Yes,No,Yes,No,,Yes,Yes,No
14085,Sigomere Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,UGUNJA,ugunja,SIGOMERE,Operational,No,No,No,No,,Yes,Yes,No
13600,Hawinga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,ALEGO USONGA,alego usonga,WEST ALEGO,Operational,No,No,No,No,,Yes,Yes,No
12244,Katulani Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,MACHAKOS,MWALA,mwala,KIBAUNI,Operational,No,No,No,No,,Yes,Yes,No
11748,Rabai Rural Health Demonstration Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,KILIFI,RABAI,rabai,RABAI/KISURUTINI,Operational,Yes,No,No,No,,Yes,Yes,No
13641,Kadenge Ratuoro Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,ALEGO USONGA,alego usonga,CENTRAL ALEGO,Operational,No,No,No,No,,Yes,Yes,No
14063,Rwambwa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,ALEGO USONGA,alego usonga,USONGA,Operational,No,No,No,No,,Yes,Yes,No
14148,Ting'wangi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,ALEGO USONGA,alego usonga,SOUTH EAST ALEGO,Operational,No,No,No,No,,Yes,Yes,No
13130,National Youth Service Hq Dispensary (Ruaraka),None,Level 2,Dispensaries and clinic-out patient only,State Coorporation,Kenya MPDB - Institution,0,0,NAIROBI,RUARAKA,ruaraka,MATHARE NORTH,Operational,No,No,No,No,,Yes,Yes,No
13773,Marenyo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,EAST GEM,Operational,No,No,No,No,,Yes,Yes,No
10617,Kinyangi Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MURANG'A,GATANGA,gatanga,KAKUZI/MITUBIRI,Operational,No,No,No,No,,Yes,Yes,No
15294,Namanga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,11,2,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO SOUTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
11472,Kikoneni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,9,0,KWALE,LUNGA LUNGA,lunga lunga,PONGWE/KIKOKENI,Operational,No,No,No,No,,Yes,Yes,No
12991,Jkia Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,NAIROBI,EMBAKASI EAST,embakasi east,EMBAKASI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13760,Malanga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,NORTH GEM,Operational,No,No,No,No,,Yes,Yes,No
13533,Dienya Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,WEST GEM,Operational,No,No,No,No,,Yes,Yes,No
13471,Akala Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Clinical Officers Council,0,0,SIAYA,GEM,gem,WEST GEM,Operational,Yes,No,Yes,No,,Yes,Yes,No
13787,Matangwe Community Health Centre,None,Level 2,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,7,0,SIAYA,BONDO,bondo,SOUTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
12521,Mbitini Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,KITUI,KITUI RURAL,kitui rural,MBITINI,Operational,No,No,No,No,,Yes,Yes,No
13777,Marindi Sub county Hospital,None,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,12,0,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY EAST,Operational,Yes,No,Yes,No,,Yes,Yes,No
13953,Ober Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KOKWANYO/KAKELO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13843,Ndiru Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,HOMA BAY,RANGWE,rangwe,KAGAN,Operational,Yes,No,Yes,No,,Yes,Yes,No
12198,Karau Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,25,2,EMBU,MANYATTA,manyatta,NGINDA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13623,Isecha Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,KITUTU CHACHE NORTH,kitutu chache north,MONYERERO,Operational,No,No,No,No,,Yes,Yes,No
11130,Ucheru Community Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,KANYEKINI,Operational,No,No,No,No,,Yes,Yes,No
11768,Samburu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,KWALE,KINANGO,kinango,CHENGONI/SAMBURU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12546,Mpukoni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,1,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,MAGUMONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13044,Langata Women Prison Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,LANGATA,langata,KAREN,Operational,No,No,Yes,No,,Yes,Yes,No
14259,Bisil Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,11,2,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
